deployment_label,run_id,start_time,end_time,duration_s
new_file_832,f318893d-1163-4b0f-a23f-85f19f160502,2025-06-05 18:55:31.346992+00:00,2025-06-05 18:56:26.978542+00:00,55.63155
new_file_832,0d451b90-97d6-4bca-8511-3eaa6c4c99e5,2025-06-05 18:42:39.195762+00:00,2025-06-05 18:43:35.383244+00:00,56.187482
new_file_832,6bddfd77-2892-4fac-a3bc-028cf71d95e7,2025-06-05 18:11:46.932742+00:00,2025-06-05 18:12:44.438249+00:00,57.505507
new_file_832,7f404b15-fce9-43f5-a6ed-309763290e7d,2025-06-05 07:01:43.108688+00:00,2025-06-05 07:02:22.032706+00:00,38.924018
new_file_832,c337960e-f429-41c8-b412-e4555b7e9cf6,2025-06-05 06:53:58.709453+00:00,2025-06-05 06:54:37.422518+00:00,38.713065
new_file_832,28ece498-26b5-4830-8cf3-0ad46960d848,2025-06-05 06:34:29.073556+00:00,2025-06-05 06:35:07.782831+00:00,38.709275
new_file_832,1e2009a4-6139-495c-95be-982519b3943e,2025-06-05 06:06:28.954728+00:00,2025-06-05 06:07:08.047623+00:00,39.092895
new_file_832,66c895aa-e6b5-4d81-a677-a39d00da0c7c,2025-06-05 05:43:54.581007+00:00,2025-06-05 05:44:33.176925+00:00,38.595918
new_file_832,377a17c9-41fa-423f-89c2-33dce27f7f7b,2025-06-05 01:09:13.539506+00:00,2025-06-05 01:10:09.751679+00:00,56.212173
new_file_832,accf3e9a-38c8-4e99-8c49-09a4a56cf44d,2025-06-05 00:53:53.347172+00:00,2025-06-05 00:54:49.335314+00:00,55.988142
new_file_832,0d2e2f22-2d1d-44a0-9bc8-454ba3bd1d73,2025-06-05 00:44:22.673753+00:00,2025-06-05 00:45:18.380706+00:00,55.706953
new_file_832,c4e4548b-e405-4cc8-a206-b681ecaa791e,2025-06-05 00:33:18.776770+00:00,2025-06-05 00:34:20.282077+00:00,61.505307
new_file_832,2f93c2fa-8156-4635-80d7-1274670a7ced,2025-06-05 00:02:17.222150+00:00,2025-06-05 00:03:18.401418+00:00,61.179268
new_file_832,1be81b25-c587-41b7-baef-0bea381ef0a1,2025-06-04 23:54:19.101067+00:00,2025-06-04 23:55:20.576762+00:00,61.475695
new_file_832,2db8e743-2795-4f93-9a93-296f1a05533a,2025-06-04 23:47:15.634577+00:00,2025-06-04 23:48:17.040853+00:00,61.406276
new_file_832,06de8e11-3c66-48e7-8edb-05b30ab643d3,2025-06-04 22:59:35.315720+00:00,2025-06-04 23:00:33.020634+00:00,57.704914
new_file_832,7e9644b4-5697-4487-8bc9-da0a1c53663d,2025-06-04 22:43:11.429729+00:00,2025-06-04 22:44:09.914775+00:00,58.485046
new_file_832,074043f7-cf8e-46b5-8162-a20c45c18a2a,2025-06-04 22:27:32.713284+00:00,2025-06-04 22:28:33.546098+00:00,60.832814
new_file_832,daa14907-b24b-4aed-a538-95d49ced5ee8,2025-06-04 22:15:00.772887+00:00,2025-06-04 22:15:56.692397+00:00,55.91951
new_file_832,64e01fe5-b883-4bf6-9fd3-5ea0795449a7,2025-06-04 21:48:51.571790+00:00,2025-06-04 21:49:48.748065+00:00,57.176275
new_file_832,ee6be9d1-82cf-431b-8401-586ce31833e1,2025-06-04 21:39:23.587615+00:00,2025-06-04 21:40:19.200540+00:00,55.612925
new_file_832,bbe5e911-950b-4724-a4bc-ce974af5e049,2025-06-04 21:15:38.707632+00:00,2025-06-04 21:16:39.944202+00:00,61.23657
new_file_832,57b6c8b0-8047-4848-87e7-089e7c8a6313,2025-06-04 21:03:34.222945+00:00,2025-06-04 21:04:29.578342+00:00,55.355397
new_file_832,766bea73-ecad-4b9b-975b-a6b045104aa8,2025-06-04 20:35:02.633282+00:00,2025-06-04 20:35:58.248384+00:00,55.615102
new_file_832,b31ffb8c-4d9f-4731-8b9a-0579505699a1,2025-06-04 20:25:19.755592+00:00,2025-06-04 20:26:16.638759+00:00,56.883167
new_file_832,836d26ca-1581-4c73-b6a1-cdc58451bbc9,2025-06-04 18:50:54.087196+00:00,2025-06-04 18:51:49.851469+00:00,55.764273
new_file_832,61b9ae96-6d6e-4204-ad1a-112f23b8c19c,2025-06-04 18:40:58.603374+00:00,2025-06-04 18:41:54.735169+00:00,56.131795
new_file_832,bad3617c-3fb4-4fb0-88cb-bab2816735df,2025-06-04 18:08:46.012898+00:00,2025-06-04 18:09:47.607216+00:00,61.594318
new_file_832,c88aff21-78e3-428a-a75c-f1f3f1c03f76,2025-06-04 18:01:03.895903+00:00,2025-06-04 18:01:34.058499+00:00,30.162596
new_file_832,176f768c-3692-4e1f-96a3-4e34a8417174,2025-06-04 17:58:41.772270+00:00,2025-06-04 17:59:11.376330+00:00,29.60406
new_file_832,b9296070-0153-4c2b-a950-a007b97a27a2,2025-06-04 17:57:37.757208+00:00,2025-06-04 17:58:34.545232+00:00,56.788024
new_file_832,9aad5d04-78de-44fa-a574-fb09f67e4ea5,2025-06-04 17:27:22.169221+00:00,2025-06-04 17:28:18.315997+00:00,56.146776
new_file_832,8d5d3000-c489-4905-9551-c4a8de2fb814,2025-06-04 17:08:35.931014+00:00,2025-06-04 17:09:37.277622+00:00,61.346608
new_file_832,110ff420-2cbc-483e-8972-f07a71eccf75,2025-06-04 03:16:59.324656+00:00,2025-06-04 03:27:32.894557+00:00,633.569901
new_file_832,4524ca9d-3192-4b4b-815e-7e70438090d1,2025-06-04 03:06:25.822303+00:00,2025-06-04 03:17:04.868785+00:00,639.046482
new_file_832,ab081796-eb83-4893-ac9c-159172b85546,2025-06-04 02:32:47.665743+00:00,2025-06-04 02:43:19.861932+00:00,632.196189
new_file_832,c42ce26d-531f-4590-aca8-d4f94a073bad,2025-06-04 01:18:54.454393+00:00,2025-06-04 01:29:27.992207+00:00,633.537814
new_file_832,d6d74490-07df-4c35-9f65-c6a03d0ed2f0,2025-06-04 01:09:25.758797+00:00,2025-06-04 01:19:58.566399+00:00,632.807602
new_file_832,a9a2e27d-aa57-45ae-886c-7677fcdb2a17,2025-06-04 00:50:49.676932+00:00,2025-06-04 01:01:17.306306+00:00,627.629374
new_file_832,0c2ce3ab-3f99-416e-8497-1bd4507c19bb,2025-06-04 00:38:33.754418+00:00,2025-06-04 00:49:07.081048+00:00,633.32663
new_file_832,4dade77d-7764-48f9-ba35-07065f276741,2025-06-04 00:26:59.331084+00:00,2025-06-04 00:37:33.195656+00:00,633.864572
new_file_832,b22800be-4df6-4833-9d19-afd37dd39eca,2025-06-04 00:00:14.215567+00:00,2025-06-04 00:11:30.212874+00:00,675.997307
new_file_832,1845db26-4870-43f0-87ed-ca0376c59150,2025-06-03 22:11:32.840430+00:00,2025-06-03 22:14:54.805332+00:00,201.964902
new_file_832,158f8fee-cd4e-4414-b570-2d97ce6924c9,2025-06-03 22:00:45.630302+00:00,2025-06-03 22:01:41.483910+00:00,55.853608
new_file_832,d2f772c0-106f-43e8-aee6-03e9dbfa44fb,2025-06-03 21:43:20.308933+00:00,2025-06-03 21:44:15.588396+00:00,55.279463
new_file_832,a05ef68d-a38c-4407-a603-1516f3d07301,2025-06-03 21:36:02.945923+00:00,2025-06-03 21:36:58.346608+00:00,55.400685
new_file_832,959e21e5-8221-4d55-8d10-627f9fbda271,2025-06-03 21:25:28.526425+00:00,2025-06-03 21:28:52.547342+00:00,204.020917
new_file_832,05167c2c-338b-4c4b-ae7f-28227264e429,2025-06-03 21:08:39.055643+00:00,2025-06-03 21:09:39.595861+00:00,60.540218
new_file_832,4f8dd9d4-e552-4577-8cbe-983ad652ffac,2025-06-03 21:01:28.589629+00:00,2025-06-03 21:02:23.796529+00:00,55.2069
new_file_832,320e9bdd-dd0b-462e-a902-51f18e763969,2025-06-03 20:53:53.268232+00:00,2025-06-03 20:59:07.781583+00:00,314.513351
new_file_832,63b9551d-4adc-440c-9df1-1402c37d421f,2025-06-03 20:20:55.610908+00:00,2025-06-03 20:21:51.558631+00:00,55.947723
new_file_832,552282a7-4f46-418b-a041-cc6bd1f89606,2025-06-03 20:18:14.177052+00:00,2025-06-03 20:19:09.369291+00:00,55.192239
new_file_832,4d6513b9-56be-4272-8fda-15be133e1092,2025-06-03 20:09:53.606192+00:00,2025-06-03 20:13:36.178334+00:00,222.572142
new_file_832,be454a35-b882-4fda-b19a-4eeb17e0d9a9,2025-06-03 20:02:40.550303+00:00,2025-06-03 20:03:36.224086+00:00,55.673783
new_file_832,8080b0bf-a013-481e-8474-89402dd1d486,2025-06-03 19:55:22.465544+00:00,2025-06-03 19:56:17.816348+00:00,55.350804
new_file_832,5b4ce067-2359-4499-853e-b13c03e81e99,2025-06-03 19:48:19.520949+00:00,2025-06-03 19:49:22.903309+00:00,63.38236
new_file_832,21c6890c-8a0a-45b6-95a2-9fed217db643,2025-06-03 19:13:55.096253+00:00,2025-06-03 19:16:05.758032+00:00,130.661779
new_file_832,910ede4a-0cb6-4013-aa05-99d64d3f868a,2025-06-03 18:36:13.841686+00:00,2025-06-03 18:37:08.941256+00:00,55.09957
new_file_832,294ce51c-b11c-47eb-8f68-f50365e38aa5,2025-06-03 18:29:01.553265+00:00,2025-06-03 18:29:57.136071+00:00,55.582806
new_file_832,d09e45e7-1a31-4e34-a348-fae01f6a07fe,2025-06-03 18:20:37.547487+00:00,2025-06-03 18:21:33.542701+00:00,55.995214
new_file_832,314cf90d-e285-494b-a84d-6348754e98bb,2025-06-03 18:13:16.288498+00:00,2025-06-03 18:18:23.072478+00:00,306.78398
new_file_832,be65450e-9b8d-43ba-b97d-27327501eec0,2025-06-03 18:05:49.284002+00:00,2025-06-03 18:06:45.256027+00:00,55.972025
new_file_832,792d4182-89cf-4e41-bf1c-79bed9dc185f,2025-06-03 17:57:50.794652+00:00,2025-06-03 17:58:46.915891+00:00,56.121239
new_file_832,3af1e056-169b-4374-a192-e5940d4de087,2025-06-03 17:50:52.412287+00:00,2025-06-03 17:51:49.015023+00:00,56.602736
new_file_832,b126b8cd-8ec5-41d1-b4dd-3b86ce387a10,2025-06-02 06:43:21.644071+00:00,2025-06-02 06:44:16.686012+00:00,55.041941
new_file_832,472e2e1e-d905-425e-8fbd-22ddfff4a0cc,2025-06-02 06:34:51.897551+00:00,2025-06-02 06:35:41.286457+00:00,49.388906
new_file_832,83f22656-a927-47c3-a9e8-85d2aa8a9a73,2025-06-02 06:27:01.568546+00:00,2025-06-02 06:27:56.404979+00:00,54.836433
new_file_832,12491ca2-714f-48ad-8d42-8c2e7a04b801,2025-06-02 06:18:35.115707+00:00,2025-06-02 06:19:30.381670+00:00,55.265963
new_file_832,76e36adb-4657-4501-8e1c-6bc5053ec2db,2025-06-02 06:00:25.079201+00:00,2025-06-02 06:01:19.688147+00:00,54.608946
new_file_832,2cd10afb-dd92-457a-b0c1-04db294cd07a,2025-06-02 05:49:44.840763+00:00,2025-06-02 05:50:40.531330+00:00,55.690567
new_file_832,e8c23bf9-68d0-4b99-809a-d1dfbffa355e,2025-06-02 05:41:36.506583+00:00,2025-06-02 05:42:31.619068+00:00,55.112485
new_file_832,72d00822-f90c-469d-9ad1-b098f18c49b6,2025-06-02 05:33:41.229537+00:00,2025-06-02 05:34:36.230426+00:00,55.000889
new_file_832,40f28a45-c5c2-4824-8956-0b875962b80d,2025-06-02 05:23:36.569707+00:00,2025-06-02 05:24:26.745016+00:00,50.175309
new_file_832,b8890234-f593-49d7-b3d7-b41babd950bc,2025-06-02 05:13:54.116013+00:00,2025-06-02 05:14:48.803552+00:00,54.687539
new_file_832,4818f2aa-5b67-46e8-85e8-97d5a9352cb1,2025-06-02 04:59:59.047815+00:00,2025-06-02 05:01:28.206095+00:00,89.15828
new_file_832,46859741-1b44-4dc6-8c55-cb11c64196ad,2025-06-02 04:52:05.216847+00:00,2025-06-02 04:52:59.820711+00:00,54.603864
new_file_832,ed344a07-af43-4a42-9c49-317f4805256d,2025-06-02 04:35:51.068814+00:00,2025-06-02 04:36:46.385821+00:00,55.317007
new_file_832,f0bef0f7-3a81-4f0a-b061-8608f323b869,2025-06-02 04:23:59.271179+00:00,2025-06-02 04:24:54.209147+00:00,54.937968
new_file_832,66213c6e-327b-4f66-99b4-a8861602836a,2025-06-02 04:18:18.924647+00:00,2025-06-02 04:19:14.248708+00:00,55.324061
new_file_832,99775216-db2a-492e-9274-3da5d32c5fda,2025-06-02 04:08:28.576459+00:00,2025-06-02 04:09:24.582687+00:00,56.006228
new_file_832,0e7ed569-d29b-4684-a68b-dd8a8ba493c2,2025-06-02 03:58:43.278830+00:00,2025-06-02 03:59:39.288972+00:00,56.010142
new_file_832,b1b7b340-961e-4b37-953d-5581c1ab234a,2025-06-02 02:14:14.644530+00:00,2025-06-02 02:15:10.243670+00:00,55.59914
new_file_832,78f4a439-681b-4ea7-b978-132cc7ba6b01,2025-06-02 02:01:38.464942+00:00,2025-06-02 02:02:33.641358+00:00,55.176416
new_file_832,818130ca-28b0-4389-bfb4-c1bb76627aae,2025-06-02 01:53:31.745868+00:00,2025-06-02 01:54:26.045949+00:00,54.300081
new_file_832,55a37df5-595c-432e-a1d3-e905940e7929,2025-06-02 01:45:58.212988+00:00,2025-06-02 01:46:58.507028+00:00,60.29404
new_file_832,24b12f8a-f91f-47d9-b27e-22ae623131fd,2025-06-02 01:14:03.507508+00:00,2025-06-02 01:14:58.506730+00:00,54.999222
new_file_832,2fd257ba-9b54-4c7e-af32-b072fe5175bf,2025-06-02 01:08:21.686241+00:00,2025-06-02 01:09:16.906087+00:00,55.219846
new_file_832,1e7575b4-394d-46c6-9b29-7fdfe86f2623,2025-06-02 00:56:52.740296+00:00,2025-06-02 00:57:48.770163+00:00,56.029867
new_file_832,1356678f-b584-40e4-ac2d-3e2890463013,2025-06-02 00:48:00.478047+00:00,2025-06-02 00:48:55.553977+00:00,55.07593
new_file_832,19e37b4b-be39-463b-859c-05be478628e3,2025-06-02 00:39:34.171005+00:00,2025-06-02 00:40:34.483001+00:00,60.311996
new_file_832,6cd5fbca-644b-4c3e-b731-03b5b362fa80,2025-06-02 00:32:19.993566+00:00,2025-06-02 00:33:14.744388+00:00,54.750822
new_file_832,1925764b-ab96-4fe4-844a-58a37e22a677,2025-06-02 00:25:21.063317+00:00,2025-06-02 00:26:11.160746+00:00,50.097429
new_file_832,bfc68f1a-cdb0-47ae-b7d1-64b7ee829360,2025-06-02 00:16:13.969784+00:00,2025-06-02 00:17:08.718821+00:00,54.749037
new_file_832,0a171310-a091-4edc-8582-bc005f38b348,2025-06-02 00:09:19.960631+00:00,2025-06-02 00:10:15.314093+00:00,55.353462
new_file_832,7ced6358-9e6a-406b-9402-b3cfabb3f772,2025-06-02 00:00:23.433499+00:00,2025-06-02 00:01:18.449243+00:00,55.015744
